Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Valor,NIV_EDUCA_esta,EDAT_Q,SEXE
2022-01-01,3,Sants-Montjuïc,16,la Bordeta,214,4,9,1
2022-01-01,3,Sants-Montjuïc,16,la Bordeta,255,4,9,2
2022-01-01,3,Sants-Montjuïc,16,la Bordeta,240,4,10,1
2022-01-01,3,Sants-Montjuïc,16,la Bordeta,218,4,10,2
2022-01-01,3,Sants-Montjuïc,16,la Bordeta,267,4,11,1
2022-01-01,3,Sants-Montjuïc,16,la Bordeta,243,4,11,2
2022-01-01,3,Sants-Montjuïc,16,la Bordeta,203,4,12,1
2022-01-01,3,Sants-Montjuïc,16,la Bordeta,209,4,12,2
2022-01-01,3,Sants-Montjuïc,16,la Bordeta,150,4,13,1
2022-01-01,3,Sants-Montjuïc,16,la Bordeta,163,4,13,2
2022-01-01,3,Sants-Montjuïc,16,la Bordeta,81,4,14,1
2022-01-01,3,Sants-Montjuïc,16,la Bordeta,121,4,14,2
2022-01-01,3,Sants-Montjuïc,16,la Bordeta,31,4,15,1
2022-01-01,3,Sants-Montjuïc,16,la Bordeta,57,4,15,2
2022-01-01,3,Sants-Montjuïc,16,la Bordeta,27,4,16,1
2022-01-01,3,Sants-Montjuïc,16,la Bordeta,39,4,16,2
2022-01-01,3,Sants-Montjuïc,16,la Bordeta,17,4,17,1
2022-01-01,3,Sants-Montjuïc,16,la Bordeta,18,4,17,2
2022-01-01,3,Sants-Montjuïc,16,la Bordeta,..,4,18,1
2022-01-01,3,Sants-Montjuïc,16,la Bordeta,10,4,18,2
2022-01-01,3,Sants-Montjuïc,16,la Bordeta,..,4,19,2
2022-01-01,3,Sants-Montjuïc,16,la Bordeta,..,4,20,2
2022-01-01,3,Sants-Montjuïc,16,la Bordeta,..,5,3,2
2022-01-01,3,Sants-Montjuïc,16,la Bordeta,55,5,4,1
2022-01-01,3,Sants-Montjuïc,16,la Bordeta,32,5,4,2
2022-01-01,3,Sants-Montjuïc,16,la Bordeta,295,5,5,1
2022-01-01,3,Sants-Montjuïc,16,la Bordeta,198,5,5,2
2022-01-01,3,Sants-Montjuïc,16,la Bordeta,433,5,6,1
2022-01-01,3,Sants-Montjuïc,16,la Bordeta,350,5,6,2
2022-01-01,3,Sants-Montjuïc,16,la Bordeta,425,5,7,1
2022-01-01,3,Sants-Montjuïc,16,la Bordeta,325,5,7,2
2022-01-01,3,Sants-Montjuïc,16,la Bordeta,389,5,8,1
2022-01-01,3,Sants-Montjuïc,16,la Bordeta,283,5,8,2
2022-01-01,3,Sants-Montjuïc,16,la Bordeta,304,5,9,1
2022-01-01,3,Sants-Montjuïc,16,la Bordeta,237,5,9,2
2022-01-01,3,Sants-Montjuïc,16,la Bordeta,234,5,10,1
2022-01-01,3,Sants-Montjuïc,16,la Bordeta,158,5,10,2
2022-01-01,3,Sants-Montjuïc,16,la Bordeta,177,5,11,1
2022-01-01,3,Sants-Montjuïc,16,la Bordeta,143,5,11,2
2022-01-01,3,Sants-Montjuïc,16,la Bordeta,138,5,12,1
2022-01-01,3,Sants-Montjuïc,16,la Bordeta,133,5,12,2
2022-01-01,3,Sants-Montjuïc,16,la Bordeta,103,5,13,1
2022-01-01,3,Sants-Montjuïc,16,la Bordeta,91,5,13,2
2022-01-01,3,Sants-Montjuïc,16,la Bordeta,72,5,14,1
2022-01-01,3,Sants-Montjuïc,16,la Bordeta,60,5,14,2
2022-01-01,3,Sants-Montjuïc,16,la Bordeta,32,5,15,1
2022-01-01,3,Sants-Montjuïc,16,la Bordeta,39,5,15,2
2022-01-01,3,Sants-Montjuïc,16,la Bordeta,13,5,16,1
2022-01-01,3,Sants-Montjuïc,16,la Bordeta,26,5,16,2
2022-01-01,3,Sants-Montjuïc,16,la Bordeta,15,5,17,1
2022-01-01,3,Sants-Montjuïc,16,la Bordeta,6,5,17,2
2022-01-01,3,Sants-Montjuïc,16,la Bordeta,..,5,18,1
2022-01-01,3,Sants-Montjuïc,16,la Bordeta,..,5,18,2
2022-01-01,3,Sants-Montjuïc,16,la Bordeta,111,6,3,1
2022-01-01,3,Sants-Montjuïc,16,la Bordeta,101,6,3,2
2022-01-01,3,Sants-Montjuïc,16,la Bordeta,..,6,4,1
2022-01-01,3,Sants-Montjuïc,16,la Bordeta,..,6,4,2
2022-01-01,3,Sants-Montjuïc,16,la Bordeta,..,6,10,1
2022-01-01,3,Sants-Montjuïc,16,la Bordeta,..,6,12,1
2022-01-01,3,Sants-Montjuïc,16,la Bordeta,..,6,12,2
2022-01-01,3,Sants-Montjuïc,16,la Bordeta,..,6,13,1
2022-01-01,3,Sants-Montjuïc,16,la Bordeta,..,6,14,1
2022-01-01,3,Sants-Montjuïc,16,la Bordeta,..,6,14,2
2022-01-01,3,Sants-Montjuïc,16,la Bordeta,..,6,15,1
2022-01-01,3,Sants-Montjuïc,16,la Bordeta,..,6,17,1
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,..,1,3,2
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,..,1,4,2
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,..,1,5,2
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,..,1,6,1
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,..,1,6,2
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,..,1,13,1
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,58,1,16,1
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,25,1,16,2
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,137,1,17,1
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,53,1,17,2
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,74,1,18,1
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,33,1,18,2
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,22,1,19,1
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,..,1,19,2
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,24,2,3,1
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,39,2,3,2
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,44,2,4,1
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,72,2,4,2
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,48,2,5,1
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,67,2,5,2
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,49,2,6,1
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,88,2,6,2
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,73,2,7,1
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,78,2,7,2
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,80,2,8,1
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,75,2,8,2
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,78,2,9,1
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,74,2,9,2
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,78,2,10,1
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,86,2,10,2
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,101,2,11,1
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,2,11,2
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,173,2,12,1
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,126,2,12,2
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,265,2,13,1
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,144,2,13,2
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,370,2,14,1
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,216,2,14,2
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,346,2,15,1
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,210,2,15,2
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,223,2,16,1
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,137,2,16,2
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,182,2,17,1
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,81,2,17,2
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,123,2,18,1
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,41,2,18,2
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,29,2,19,1
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,10,2,19,2
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,..,2,20,1
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,..,2,20,2
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,149,3,3,1
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,159,3,3,2
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,160,3,4,1
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,190,3,4,2
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,133,3,5,1
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,199,3,5,2
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,157,3,6,1
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,200,3,6,2
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,176,3,7,1
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,195,3,7,2
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,186,3,8,1
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,213,3,8,2
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,197,3,9,1
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,214,3,9,2
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,172,3,10,1
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,189,3,10,2
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,229,3,11,1
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,180,3,11,2
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,299,3,12,1
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,189,3,12,2
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,270,3,13,1
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,157,3,13,2
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,211,3,14,1
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,140,3,14,2
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,149,3,15,1
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,119,3,15,2
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,91,3,16,1
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,49,3,16,2
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,48,3,17,1
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,30,3,17,2
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,20,3,18,1
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,12,3,18,2
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,8,3,19,1
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,..,3,19,2
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,75,4,3,1
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,72,4,3,2
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,288,4,4,1
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,252,4,4,2
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,230,4,5,1
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,249,4,5,2
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,206,4,6,1
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,229,4,6,2
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,202,4,7,1
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,226,4,7,2
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,235,4,8,1
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,311,4,8,2
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,282,4,9,1
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,278,4,9,2
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,258,4,10,1
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,243,4,10,2
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,310,4,11,1
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,265,4,11,2
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,261,4,12,1
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,250,4,12,2
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,162,4,13,1
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,177,4,13,2
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,93,4,14,1
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,145,4,14,2
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,56,4,15,1
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,79,4,15,2
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,29,4,16,1
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,44,4,16,2
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,22,4,17,1
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,20,4,17,2
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,6,4,18,1
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,6,4,18,2
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,..,4,19,1
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,..,4,19,2
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,..,5,3,1
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,..,5,3,2
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,98,5,4,1
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,58,5,4,2
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,420,5,5,1
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,304,5,5,2
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,604,5,6,1
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,420,5,6,2
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,498,5,7,1
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,410,5,7,2
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,469,5,8,1
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,349,5,8,2
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,383,5,9,1
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,289,5,9,2
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,288,5,10,1
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,201,5,10,2
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,254,5,11,1
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,190,5,11,2
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,195,5,12,1
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,160,5,12,2
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,152,5,13,1
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,128,5,13,2
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,91,5,14,1
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,106,5,14,2
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,37,5,15,1
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,58,5,15,2
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,18,5,16,1
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,28,5,16,2
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,13,5,17,1
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,10,5,17,2
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,5,5,18,1
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,..,5,18,2
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,..,5,19,1
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,108,6,3,1
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,133,6,3,2
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,..,6,4,1
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,..,6,4,2
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,..,6,9,2
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,..,6,10,1
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,..,6,12,2
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,..,6,13,1
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,..,6,14,2
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,..,6,15,2
2022-01-01,3,Sants-Montjuïc,17,Sants - Badal,..,6,18,1
2022-01-01,3,Sants-Montjuïc,18,Sants,..,1,4,2
2022-01-01,3,Sants-Montjuïc,18,Sants,..,1,5,1
2022-01-01,3,Sants-Montjuïc,18,Sants,..,1,5,2
2022-01-01,3,Sants-Montjuïc,18,Sants,..,1,6,1
2022-01-01,3,Sants-Montjuïc,18,Sants,..,1,6,2
2022-01-01,3,Sants-Montjuïc,18,Sants,..,1,7,1
2022-01-01,3,Sants-Montjuïc,18,Sants,6,1,7,2
2022-01-01,3,Sants-Montjuïc,18,Sants,..,1,8,1
2022-01-01,3,Sants-Montjuïc,18,Sants,..,1,8,2
2022-01-01,3,Sants-Montjuïc,18,Sants,..,1,9,1
2022-01-01,3,Sants-Montjuïc,18,Sants,..,1,9,2
2022-01-01,3,Sants-Montjuïc,18,Sants,..,1,10,1
2022-01-01,3,Sants-Montjuïc,18,Sants,..,1,10,2
2022-01-01,3,Sants-Montjuïc,18,Sants,..,1,11,1
2022-01-01,3,Sants-Montjuïc,18,Sants,..,1,11,2
2022-01-01,3,Sants-Montjuïc,18,Sants,..,1,12,2
2022-01-01,3,Sants-Montjuïc,18,Sants,..,1,13,2
2022-01-01,3,Sants-Montjuïc,18,Sants,..,1,14,1
2022-01-01,3,Sants-Montjuïc,18,Sants,..,1,14,2
2022-01-01,3,Sants-Montjuïc,18,Sants,71,1,16,1
2022-01-01,3,Sants-Montjuïc,18,Sants,35,1,16,2
2022-01-01,3,Sants-Montjuïc,18,Sants,167,1,17,1
2022-01-01,3,Sants-Montjuïc,18,Sants,39,1,17,2
2022-01-01,3,Sants-Montjuïc,18,Sants,108,1,18,1
2022-01-01,3,Sants-Montjuïc,18,Sants,30,1,18,2
2022-01-01,3,Sants-Montjuïc,18,Sants,46,1,19,1
2022-01-01,3,Sants-Montjuïc,18,Sants,8,1,19,2
2022-01-01,3,Sants-Montjuïc,18,Sants,13,1,20,1
2022-01-01,3,Sants-Montjuïc,18,Sants,..,1,20,2
2022-01-01,3,Sants-Montjuïc,18,Sants,39,2,3,1
2022-01-01,3,Sants-Montjuïc,18,Sants,67,2,3,2
2022-01-01,3,Sants-Montjuïc,18,Sants,81,2,4,1
2022-01-01,3,Sants-Montjuïc,18,Sants,140,2,4,2
2022-01-01,3,Sants-Montjuïc,18,Sants,79,2,5,1
2022-01-01,3,Sants-Montjuïc,18,Sants,175,2,5,2
2022-01-01,3,Sants-Montjuïc,18,Sants,100,2,6,1
2022-01-01,3,Sants-Montjuïc,18,Sants,217,2,6,2
2022-01-01,3,Sants-Montjuïc,18,Sants,123,2,7,1
2022-01-01,3,Sants-Montjuïc,18,Sants,181,2,7,2
2022-01-01,3,Sants-Montjuïc,18,Sants,122,2,8,1
2022-01-01,3,Sants-Montjuïc,18,Sants,180,2,8,2
2022-01-01,3,Sants-Montjuïc,18,Sants,134,2,9,1
2022-01-01,3,Sants-Montjuïc,18,Sants,159,2,9,2
2022-01-01,3,Sants-Montjuïc,18,Sants,114,2,10,1
2022-01-01,3,Sants-Montjuïc,18,Sants,170,2,10,2
2022-01-01,3,Sants-Montjuïc,18,Sants,133,2,11,1
2022-01-01,3,Sants-Montjuïc,18,Sants,142,2,11,2
2022-01-01,3,Sants-Montjuïc,18,Sants,186,2,12,1
2022-01-01,3,Sants-Montjuïc,18,Sants,178,2,12,2
2022-01-01,3,Sants-Montjuïc,18,Sants,262,2,13,1
2022-01-01,3,Sants-Montjuïc,18,Sants,167,2,13,2
2022-01-01,3,Sants-Montjuïc,18,Sants,349,2,14,1
2022-01-01,3,Sants-Montjuïc,18,Sants,208,2,14,2
2022-01-01,3,Sants-Montjuïc,18,Sants,460,2,15,1
2022-01-01,3,Sants-Montjuïc,18,Sants,262,2,15,2
2022-01-01,3,Sants-Montjuïc,18,Sants,348,2,16,1
2022-01-01,3,Sants-Montjuïc,18,Sants,175,2,16,2
2022-01-01,3,Sants-Montjuïc,18,Sants,340,2,17,1
2022-01-01,3,Sants-Montjuïc,18,Sants,117,2,17,2
2022-01-01,3,Sants-Montjuïc,18,Sants,190,2,18,1
2022-01-01,3,Sants-Montjuïc,18,Sants,65,2,18,2
2022-01-01,3,Sants-Montjuïc,18,Sants,48,2,19,1
2022-01-01,3,Sants-Montjuïc,18,Sants,17,2,19,2
2022-01-01,3,Sants-Montjuïc,18,Sants,5,2,20,1
2022-01-01,3,Sants-Montjuïc,18,Sants,..,2,20,2
2022-01-01,3,Sants-Montjuïc,18,Sants,239,3,3,1
2022-01-01,3,Sants-Montjuïc,18,Sants,265,3,3,2
2022-01-01,3,Sants-Montjuïc,18,Sants,274,3,4,1
2022-01-01,3,Sants-Montjuïc,18,Sants,379,3,4,2
2022-01-01,3,Sants-Montjuïc,18,Sants,250,3,5,1
2022-01-01,3,Sants-Montjuïc,18,Sants,388,3,5,2
2022-01-01,3,Sants-Montjuïc,18,Sants,233,3,6,1
2022-01-01,3,Sants-Montjuïc,18,Sants,415,3,6,2
2022-01-01,3,Sants-Montjuïc,18,Sants,269,3,7,1
2022-01-01,3,Sants-Montjuïc,18,Sants,392,3,7,2
2022-01-01,3,Sants-Montjuïc,18,Sants,272,3,8,1
2022-01-01,3,Sants-Montjuïc,18,Sants,428,3,8,2
2022-01-01,3,Sants-Montjuïc,18,Sants,293,3,9,1
2022-01-01,3,Sants-Montjuïc,18,Sants,404,3,9,2
2022-01-01,3,Sants-Montjuïc,18,Sants,276,3,10,1
2022-01-01,3,Sants-Montjuïc,18,Sants,327,3,10,2
2022-01-01,3,Sants-Montjuïc,18,Sants,321,3,11,1
2022-01-01,3,Sants-Montjuïc,18,Sants,295,3,11,2
2022-01-01,3,Sants-Montjuïc,18,Sants,381,3,12,1
2022-01-01,3,Sants-Montjuïc,18,Sants,261,3,12,2
2022-01-01,3,Sants-Montjuïc,18,Sants,343,3,13,1
2022-01-01,3,Sants-Montjuïc,18,Sants,209,3,13,2
2022-01-01,3,Sants-Montjuïc,18,Sants,347,3,14,1
2022-01-01,3,Sants-Montjuïc,18,Sants,179,3,14,2
2022-01-01,3,Sants-Montjuïc,18,Sants,261,3,15,1
2022-01-01,3,Sants-Montjuïc,18,Sants,155,3,15,2
2022-01-01,3,Sants-Montjuïc,18,Sants,164,3,16,1
2022-01-01,3,Sants-Montjuïc,18,Sants,92,3,16,2
2022-01-01,3,Sants-Montjuïc,18,Sants,114,3,17,1
2022-01-01,3,Sants-Montjuïc,18,Sants,69,3,17,2
2022-01-01,3,Sants-Montjuïc,18,Sants,58,3,18,1
2022-01-01,3,Sants-Montjuïc,18,Sants,15,3,18,2
2022-01-01,3,Sants-Montjuïc,18,Sants,11,3,19,1
2022-01-01,3,Sants-Montjuïc,18,Sants,5,3,19,2
2022-01-01,3,Sants-Montjuïc,18,Sants,..,3,20,2
2022-01-01,3,Sants-Montjuïc,18,Sants,129,4,3,1
2022-01-01,3,Sants-Montjuïc,18,Sants,123,4,3,2
2022-01-01,3,Sants-Montjuïc,18,Sants,522,4,4,1
2022-01-01,3,Sants-Montjuïc,18,Sants,507,4,4,2
2022-01-01,3,Sants-Montjuïc,18,Sants,417,4,5,1
2022-01-01,3,Sants-Montjuïc,18,Sants,415,4,5,2
2022-01-01,3,Sants-Montjuïc,18,Sants,339,4,6,1
2022-01-01,3,Sants-Montjuïc,18,Sants,425,4,6,2
2022-01-01,3,Sants-Montjuïc,18,Sants,348,4,7,1
2022-01-01,3,Sants-Montjuïc,18,Sants,390,4,7,2
2022-01-01,3,Sants-Montjuïc,18,Sants,378,4,8,1
2022-01-01,3,Sants-Montjuïc,18,Sants,487,4,8,2
2022-01-01,3,Sants-Montjuïc,18,Sants,415,4,9,1
2022-01-01,3,Sants-Montjuïc,18,Sants,470,4,9,2
2022-01-01,3,Sants-Montjuïc,18,Sants,484,4,10,1
2022-01-01,3,Sants-Montjuïc,18,Sants,446,4,10,2
2022-01-01,3,Sants-Montjuïc,18,Sants,517,4,11,1
2022-01-01,3,Sants-Montjuïc,18,Sants,476,4,11,2
2022-01-01,3,Sants-Montjuïc,18,Sants,365,4,12,1
2022-01-01,3,Sants-Montjuïc,18,Sants,401,4,12,2
2022-01-01,3,Sants-Montjuïc,18,Sants,302,4,13,1
2022-01-01,3,Sants-Montjuïc,18,Sants,333,4,13,2
2022-01-01,3,Sants-Montjuïc,18,Sants,175,4,14,1
2022-01-01,3,Sants-Montjuïc,18,Sants,202,4,14,2
2022-01-01,3,Sants-Montjuïc,18,Sants,134,4,15,1
2022-01-01,3,Sants-Montjuïc,18,Sants,145,4,15,2
2022-01-01,3,Sants-Montjuïc,18,Sants,76,4,16,1
2022-01-01,3,Sants-Montjuïc,18,Sants,86,4,16,2
2022-01-01,3,Sants-Montjuïc,18,Sants,69,4,17,1
2022-01-01,3,Sants-Montjuïc,18,Sants,75,4,17,2
2022-01-01,3,Sants-Montjuïc,18,Sants,25,4,18,1
2022-01-01,3,Sants-Montjuïc,18,Sants,16,4,18,2
2022-01-01,3,Sants-Montjuïc,18,Sants,8,4,19,1
2022-01-01,3,Sants-Montjuïc,18,Sants,..,4,19,2
2022-01-01,3,Sants-Montjuïc,18,Sants,..,4,20,2
2022-01-01,3,Sants-Montjuïc,18,Sants,..,5,3,1
2022-01-01,3,Sants-Montjuïc,18,Sants,..,5,3,2
2022-01-01,3,Sants-Montjuïc,18,Sants,181,5,4,1
2022-01-01,3,Sants-Montjuïc,18,Sants,103,5,4,2
2022-01-01,3,Sants-Montjuïc,18,Sants,915,5,5,1
2022-01-01,3,Sants-Montjuïc,18,Sants,678,5,5,2
2022-01-01,3,Sants-Montjuïc,18,Sants,1178,5,6,1
2022-01-01,3,Sants-Montjuïc,18,Sants,915,5,6,2
2022-01-01,3,Sants-Montjuïc,18,Sants,1059,5,7,1
2022-01-01,3,Sants-Montjuïc,18,Sants,845,5,7,2
2022-01-01,3,Sants-Montjuïc,18,Sants,920,5,8,1
2022-01-01,3,Sants-Montjuïc,18,Sants,722,5,8,2
2022-01-01,3,Sants-Montjuïc,18,Sants,775,5,9,1
2022-01-01,3,Sants-Montjuïc,18,Sants,626,5,9,2
2022-01-01,3,Sants-Montjuïc,18,Sants,624,5,10,1
2022-01-01,3,Sants-Montjuïc,18,Sants,426,5,10,2
2022-01-01,3,Sants-Montjuïc,18,Sants,460,5,11,1
2022-01-01,3,Sants-Montjuïc,18,Sants,368,5,11,2
2022-01-01,3,Sants-Montjuïc,18,Sants,445,5,12,1
2022-01-01,3,Sants-Montjuïc,18,Sants,353,5,12,2
2022-01-01,3,Sants-Montjuïc,18,Sants,345,5,13,1
2022-01-01,3,Sants-Montjuïc,18,Sants,272,5,13,2
